Precision: .15, Recall: .88, Average Precision: .70, Reciprocal Rank: 1.00, Precision At Rank 5: 1.00, Precision At Rank 20: .50
DOCID: CACM-2473, DocREL: true, DocPrecision: 1.00, DocRecall: .06
DOCID: CACM-2384, DocREL: true, DocPrecision: 1.00, DocRecall: .12
DOCID: CACM-2638, DocREL: true, DocPrecision: 1.00, DocRecall: .18
DOCID: CACM-2441, DocREL: true, DocPrecision: 1.00, DocRecall: .24
DOCID: CACM-2637, DocREL: true, DocPrecision: 1.00, DocRecall: .29
DOCID: CACM-2564, DocREL: true, DocPrecision: 1.00, DocRecall: .35
DOCID: CACM-2678, DocREL: true, DocPrecision: 1.00, DocRecall: .41
DOCID: CACM-2913, DocREL: false, DocPrecision: .88, DocRecall: .41
DOCID: CACM-2674, DocREL: false, DocPrecision: .78, DocRecall: .41
DOCID: CACM-2004, DocREL: false, DocPrecision: .70, DocRecall: .41
DOCID: CACM-2692, DocREL: true, DocPrecision: .73, DocRecall: .47
DOCID: CACM-1978, DocREL: false, DocPrecision: .67, DocRecall: .47
DOCID: CACM-2285, DocREL: false, DocPrecision: .62, DocRecall: .47
DOCID: CACM-2751, DocREL: true, DocPrecision: .64, DocRecall: .53
DOCID: CACM-0578, DocREL: false, DocPrecision: .60, DocRecall: .53
DOCID: CACM-2924, DocREL: false, DocPrecision: .56, DocRecall: .53
DOCID: CACM-2188, DocREL: false, DocPrecision: .53, DocRecall: .53
DOCID: CACM-2827, DocREL: true, DocPrecision: .56, DocRecall: .59
DOCID: CACM-1741, DocREL: false, DocPrecision: .53, DocRecall: .59
DOCID: CACM-2825, DocREL: false, DocPrecision: .50, DocRecall: .59
DOCID: CACM-1172, DocREL: false, DocPrecision: .48, DocRecall: .59
DOCID: CACM-2368, DocREL: false, DocPrecision: .45, DocRecall: .59
DOCID: CACM-2453, DocREL: false, DocPrecision: .43, DocRecall: .59
DOCID: CACM-3049, DocREL: false, DocPrecision: .42, DocRecall: .59
DOCID: CACM-2402, DocREL: false, DocPrecision: .40, DocRecall: .59
DOCID: CACM-2657, DocREL: false, DocPrecision: .38, DocRecall: .59
DOCID: CACM-2211, DocREL: false, DocPrecision: .37, DocRecall: .59
DOCID: CACM-2273, DocREL: false, DocPrecision: .36, DocRecall: .59
DOCID: CACM-2904, DocREL: false, DocPrecision: .34, DocRecall: .59
DOCID: CACM-2761, DocREL: true, DocPrecision: .37, DocRecall: .65
DOCID: CACM-2760, DocREL: true, DocPrecision: .39, DocRecall: .71
DOCID: CACM-1145, DocREL: false, DocPrecision: .38, DocRecall: .71
DOCID: CACM-2426, DocREL: false, DocPrecision: .36, DocRecall: .71
DOCID: CACM-0266, DocREL: false, DocPrecision: .35, DocRecall: .71
DOCID: CACM-2994, DocREL: false, DocPrecision: .34, DocRecall: .71
DOCID: CACM-0251, DocREL: false, DocPrecision: .33, DocRecall: .71
DOCID: CACM-2078, DocREL: false, DocPrecision: .32, DocRecall: .71
DOCID: CACM-1946, DocREL: false, DocPrecision: .32, DocRecall: .71
DOCID: CACM-2602, DocREL: false, DocPrecision: .31, DocRecall: .71
DOCID: CACM-2520, DocREL: false, DocPrecision: .30, DocRecall: .71
DOCID: CACM-1384, DocREL: false, DocPrecision: .29, DocRecall: .71
DOCID: CACM-2687, DocREL: false, DocPrecision: .29, DocRecall: .71
DOCID: CACM-2369, DocREL: true, DocPrecision: .30, DocRecall: .76
DOCID: CACM-2598, DocREL: false, DocPrecision: .30, DocRecall: .76
DOCID: CACM-2220, DocREL: false, DocPrecision: .29, DocRecall: .76
DOCID: CACM-2899, DocREL: false, DocPrecision: .28, DocRecall: .76
DOCID: CACM-1453, DocREL: false, DocPrecision: .28, DocRecall: .76
DOCID: CACM-2919, DocREL: false, DocPrecision: .27, DocRecall: .76
DOCID: CACM-2969, DocREL: false, DocPrecision: .27, DocRecall: .76
DOCID: CACM-2771, DocREL: false, DocPrecision: .26, DocRecall: .76
DOCID: CACM-2902, DocREL: false, DocPrecision: .25, DocRecall: .76
DOCID: CACM-3149, DocREL: true, DocPrecision: .27, DocRecall: .82
DOCID: CACM-2829, DocREL: true, DocPrecision: .28, DocRecall: .88
