Precision: .14, Recall: .47, Average Precision: .72, Reciprocal Rank: 1.00, Precision At Rank 5: 1.00, Precision At Rank 20: .50
DOCID: CACM-2634, DocREL: true, DocPrecision: 1.00, DocRecall: .03
DOCID: CACM-1709, DocREL: true, DocPrecision: 1.00, DocRecall: .07
DOCID: CACM-1344, DocREL: true, DocPrecision: 1.00, DocRecall: .10
DOCID: CACM-2825, DocREL: true, DocPrecision: 1.00, DocRecall: .13
DOCID: CACM-1631, DocREL: true, DocPrecision: 1.00, DocRecall: .17
DOCID: CACM-1171, DocREL: false, DocPrecision: .83, DocRecall: .17
DOCID: CACM-1420, DocREL: true, DocPrecision: .86, DocRecall: .20
DOCID: CACM-1474, DocREL: false, DocPrecision: .75, DocRecall: .20
DOCID: CACM-2395, DocREL: true, DocPrecision: .78, DocRecall: .23
DOCID: CACM-1637, DocREL: false, DocPrecision: .70, DocRecall: .23
DOCID: CACM-1816, DocREL: false, DocPrecision: .64, DocRecall: .23
DOCID: CACM-0069, DocREL: false, DocPrecision: .58, DocRecall: .23
DOCID: CACM-1398, DocREL: true, DocPrecision: .62, DocRecall: .27
DOCID: CACM-2216, DocREL: false, DocPrecision: .57, DocRecall: .27
DOCID: CACM-3166, DocREL: true, DocPrecision: .60, DocRecall: .30
DOCID: CACM-0382, DocREL: false, DocPrecision: .56, DocRecall: .30
DOCID: CACM-1691, DocREL: true, DocPrecision: .59, DocRecall: .33
DOCID: CACM-1874, DocREL: false, DocPrecision: .56, DocRecall: .33
DOCID: CACM-0050, DocREL: false, DocPrecision: .53, DocRecall: .33
DOCID: CACM-2525, DocREL: false, DocPrecision: .50, DocRecall: .33
DOCID: CACM-1619, DocREL: true, DocPrecision: .52, DocRecall: .37
DOCID: CACM-2373, DocREL: false, DocPrecision: .50, DocRecall: .37
DOCID: CACM-1732, DocREL: false, DocPrecision: .48, DocRecall: .37
DOCID: CACM-1823, DocREL: false, DocPrecision: .46, DocRecall: .37
DOCID: CACM-0942, DocREL: false, DocPrecision: .44, DocRecall: .37
DOCID: CACM-1629, DocREL: true, DocPrecision: .46, DocRecall: .40
DOCID: CACM-1206, DocREL: false, DocPrecision: .44, DocRecall: .40
DOCID: CACM-2249, DocREL: true, DocPrecision: .46, DocRecall: .43
DOCID: CACM-2670, DocREL: false, DocPrecision: .45, DocRecall: .43
DOCID: CACM-1252, DocREL: false, DocPrecision: .43, DocRecall: .43
DOCID: CACM-2225, DocREL: false, DocPrecision: .42, DocRecall: .43
DOCID: CACM-3138, DocREL: false, DocPrecision: .41, DocRecall: .43
DOCID: CACM-2779, DocREL: false, DocPrecision: .39, DocRecall: .43
DOCID: CACM-1946, DocREL: false, DocPrecision: .38, DocRecall: .43
DOCID: CACM-0536, DocREL: false, DocPrecision: .37, DocRecall: .43
DOCID: CACM-2999, DocREL: false, DocPrecision: .36, DocRecall: .43
DOCID: CACM-0298, DocREL: false, DocPrecision: .35, DocRecall: .43
DOCID: CACM-2488, DocREL: false, DocPrecision: .34, DocRecall: .43
DOCID: CACM-1443, DocREL: false, DocPrecision: .33, DocRecall: .43
DOCID: CACM-1848, DocREL: false, DocPrecision: .33, DocRecall: .43
DOCID: CACM-2595, DocREL: false, DocPrecision: .32, DocRecall: .43
DOCID: CACM-1674, DocREL: false, DocPrecision: .31, DocRecall: .43
DOCID: CACM-1644, DocREL: false, DocPrecision: .30, DocRecall: .43
DOCID: CACM-0529, DocREL: false, DocPrecision: .30, DocRecall: .43
DOCID: CACM-1366, DocREL: false, DocPrecision: .29, DocRecall: .43
DOCID: CACM-3190, DocREL: false, DocPrecision: .28, DocRecall: .43
DOCID: CACM-2585, DocREL: false, DocPrecision: .28, DocRecall: .43
