Precision: .10, Recall: .53, Average Precision: .70, Reciprocal Rank: 1.00, Precision At Rank 5: .80, Precision At Rank 20: .40
DOCID: CACM-1923, DocREL: true, DocPrecision: 1.00, DocRecall: .05
DOCID: CACM-2699, DocREL: true, DocPrecision: 1.00, DocRecall: .11
DOCID: CACM-2717, DocREL: false, DocPrecision: .67, DocRecall: .11
DOCID: CACM-2906, DocREL: true, DocPrecision: .75, DocRecall: .16
DOCID: CACM-2527, DocREL: true, DocPrecision: .80, DocRecall: .21
DOCID: CACM-2246, DocREL: true, DocPrecision: .83, DocRecall: .26
DOCID: CACM-1860, DocREL: false, DocPrecision: .71, DocRecall: .26
DOCID: CACM-3080, DocREL: false, DocPrecision: .62, DocRecall: .26
DOCID: CACM-2716, DocREL: true, DocPrecision: .67, DocRecall: .32
DOCID: CACM-2316, DocREL: true, DocPrecision: .70, DocRecall: .37
DOCID: CACM-3150, DocREL: true, DocPrecision: .73, DocRecall: .42
DOCID: CACM-3148, DocREL: false, DocPrecision: .67, DocRecall: .42
DOCID: CACM-3171, DocREL: false, DocPrecision: .62, DocRecall: .42
DOCID: CACM-2091, DocREL: false, DocPrecision: .57, DocRecall: .42
DOCID: CACM-2198, DocREL: false, DocPrecision: .53, DocRecall: .42
DOCID: CACM-2787, DocREL: false, DocPrecision: .50, DocRecall: .42
DOCID: CACM-1835, DocREL: false, DocPrecision: .47, DocRecall: .42
DOCID: CACM-1861, DocREL: false, DocPrecision: .44, DocRecall: .42
DOCID: CACM-2320, DocREL: false, DocPrecision: .42, DocRecall: .42
DOCID: CACM-3077, DocREL: false, DocPrecision: .40, DocRecall: .42
DOCID: CACM-2898, DocREL: false, DocPrecision: .38, DocRecall: .42
DOCID: CACM-0795, DocREL: false, DocPrecision: .36, DocRecall: .42
DOCID: CACM-0265, DocREL: false, DocPrecision: .35, DocRecall: .42
DOCID: CACM-2003, DocREL: false, DocPrecision: .33, DocRecall: .42
DOCID: CACM-1676, DocREL: false, DocPrecision: .32, DocRecall: .42
DOCID: CACM-2705, DocREL: false, DocPrecision: .31, DocRecall: .42
DOCID: CACM-1188, DocREL: true, DocPrecision: .33, DocRecall: .47
DOCID: CACM-2081, DocREL: false, DocPrecision: .32, DocRecall: .47
DOCID: CACM-1872, DocREL: false, DocPrecision: .31, DocRecall: .47
DOCID: CACM-2593, DocREL: false, DocPrecision: .30, DocRecall: .47
DOCID: CACM-0731, DocREL: false, DocPrecision: .29, DocRecall: .47
DOCID: CACM-0724, DocREL: false, DocPrecision: .28, DocRecall: .47
DOCID: CACM-2542, DocREL: false, DocPrecision: .27, DocRecall: .47
DOCID: CACM-1788, DocREL: false, DocPrecision: .26, DocRecall: .47
DOCID: CACM-1903, DocREL: false, DocPrecision: .26, DocRecall: .47
DOCID: CACM-1627, DocREL: false, DocPrecision: .25, DocRecall: .47
DOCID: CACM-3101, DocREL: false, DocPrecision: .24, DocRecall: .47
DOCID: CACM-1642, DocREL: false, DocPrecision: .24, DocRecall: .47
DOCID: CACM-3057, DocREL: false, DocPrecision: .23, DocRecall: .47
DOCID: CACM-1179, DocREL: false, DocPrecision: .23, DocRecall: .47
DOCID: CACM-2922, DocREL: false, DocPrecision: .22, DocRecall: .47
DOCID: CACM-1542, DocREL: false, DocPrecision: .21, DocRecall: .47
DOCID: CACM-1552, DocREL: false, DocPrecision: .21, DocRecall: .47
DOCID: CACM-1553, DocREL: false, DocPrecision: .20, DocRecall: .47
DOCID: CACM-3123, DocREL: false, DocPrecision: .20, DocRecall: .47
DOCID: CACM-2826, DocREL: false, DocPrecision: .20, DocRecall: .47
DOCID: CACM-1693, DocREL: false, DocPrecision: .19, DocRecall: .47
DOCID: CACM-1223, DocREL: false, DocPrecision: .19, DocRecall: .47
DOCID: CACM-2873, DocREL: false, DocPrecision: .18, DocRecall: .47
DOCID: CACM-0281, DocREL: false, DocPrecision: .18, DocRecall: .47
DOCID: CACM-1703, DocREL: false, DocPrecision: .18, DocRecall: .47
DOCID: CACM-2971, DocREL: false, DocPrecision: .17, DocRecall: .47
DOCID: CACM-2867, DocREL: false, DocPrecision: .17, DocRecall: .47
DOCID: CACM-2084, DocREL: false, DocPrecision: .17, DocRecall: .47
DOCID: CACM-1472, DocREL: false, DocPrecision: .16, DocRecall: .47
DOCID: CACM-2034, DocREL: false, DocPrecision: .16, DocRecall: .47
DOCID: CACM-2406, DocREL: false, DocPrecision: .16, DocRecall: .47
DOCID: CACM-1720, DocREL: false, DocPrecision: .16, DocRecall: .47
DOCID: CACM-1306, DocREL: true, DocPrecision: .17, DocRecall: .53
DOCID: CACM-2398, DocREL: false, DocPrecision: .17, DocRecall: .53
DOCID: CACM-0205, DocREL: false, DocPrecision: .16, DocRecall: .53
DOCID: CACM-2842, DocREL: false, DocPrecision: .16, DocRecall: .53
DOCID: CACM-2652, DocREL: false, DocPrecision: .16, DocRecall: .53
DOCID: CACM-2126, DocREL: false, DocPrecision: .16, DocRecall: .53
DOCID: CACM-1462, DocREL: false, DocPrecision: .15, DocRecall: .53
DOCID: CACM-3198, DocREL: false, DocPrecision: .15, DocRecall: .53
DOCID: CACM-2782, DocREL: false, DocPrecision: .15, DocRecall: .53
DOCID: CACM-2897, DocREL: false, DocPrecision: .15, DocRecall: .53
DOCID: CACM-1625, DocREL: false, DocPrecision: .14, DocRecall: .53
