Precision: .05, Recall: .50, Average Precision: .32, Reciprocal Rank: .50, Precision At Rank 5: .40, Precision At Rank 20: .15
DOCID: CACM-3125, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1231, DocREL: true, DocPrecision: .50, DocRecall: .10
DOCID: CACM-1947, DocREL: true, DocPrecision: .67, DocRecall: .20
DOCID: CACM-2929, DocREL: false, DocPrecision: .50, DocRecall: .20
DOCID: CACM-3080, DocREL: false, DocPrecision: .40, DocRecall: .20
DOCID: CACM-2835, DocREL: false, DocPrecision: .33, DocRecall: .20
DOCID: CACM-2616, DocREL: false, DocPrecision: .29, DocRecall: .20
DOCID: CACM-2680, DocREL: false, DocPrecision: .25, DocRecall: .20
DOCID: CACM-1807, DocREL: false, DocPrecision: .22, DocRecall: .20
DOCID: CACM-2344, DocREL: false, DocPrecision: .20, DocRecall: .20
DOCID: CACM-1795, DocREL: false, DocPrecision: .18, DocRecall: .20
DOCID: CACM-2195, DocREL: false, DocPrecision: .17, DocRecall: .20
DOCID: CACM-2701, DocREL: true, DocPrecision: .23, DocRecall: .30
DOCID: CACM-3054, DocREL: false, DocPrecision: .21, DocRecall: .30
DOCID: CACM-2570, DocREL: false, DocPrecision: .20, DocRecall: .30
DOCID: CACM-2716, DocREL: false, DocPrecision: .19, DocRecall: .30
DOCID: CACM-2464, DocREL: false, DocPrecision: .18, DocRecall: .30
DOCID: CACM-2877, DocREL: false, DocPrecision: .17, DocRecall: .30
DOCID: CACM-1676, DocREL: false, DocPrecision: .16, DocRecall: .30
DOCID: CACM-2944, DocREL: false, DocPrecision: .15, DocRecall: .30
DOCID: CACM-2904, DocREL: false, DocPrecision: .14, DocRecall: .30
DOCID: CACM-2923, DocREL: false, DocPrecision: .14, DocRecall: .30
DOCID: CACM-2836, DocREL: false, DocPrecision: .13, DocRecall: .30
DOCID: CACM-3018, DocREL: false, DocPrecision: .12, DocRecall: .30
DOCID: CACM-3069, DocREL: false, DocPrecision: .12, DocRecall: .30
DOCID: CACM-1658, DocREL: false, DocPrecision: .12, DocRecall: .30
DOCID: CACM-2953, DocREL: false, DocPrecision: .11, DocRecall: .30
DOCID: CACM-2964, DocREL: false, DocPrecision: .11, DocRecall: .30
DOCID: CACM-2812, DocREL: false, DocPrecision: .10, DocRecall: .30
DOCID: CACM-2537, DocREL: false, DocPrecision: .10, DocRecall: .30
DOCID: CACM-2858, DocREL: false, DocPrecision: .10, DocRecall: .30
DOCID: CACM-2388, DocREL: false, DocPrecision: .09, DocRecall: .30
DOCID: CACM-1974, DocREL: false, DocPrecision: .09, DocRecall: .30
DOCID: CACM-2685, DocREL: true, DocPrecision: .12, DocRecall: .40
DOCID: CACM-1195, DocREL: false, DocPrecision: .11, DocRecall: .40
DOCID: CACM-1223, DocREL: false, DocPrecision: .11, DocRecall: .40
