Precision: .13, Recall: .30, Average Precision: .55, Reciprocal Rank: 1.00, Precision At Rank 5: .80, Precision At Rank 20: .35
DOCID: CACM-1724, DocREL: true, DocPrecision: 1.00, DocRecall: .02
DOCID: CACM-2348, DocREL: true, DocPrecision: 1.00, DocRecall: .05
DOCID: CACM-0132, DocREL: false, DocPrecision: .67, DocRecall: .05
DOCID: CACM-2563, DocREL: true, DocPrecision: .75, DocRecall: .07
DOCID: CACM-2679, DocREL: true, DocPrecision: .80, DocRecall: .09
DOCID: CACM-0662, DocREL: false, DocPrecision: .67, DocRecall: .09
DOCID: CACM-0701, DocREL: false, DocPrecision: .57, DocRecall: .09
DOCID: CACM-0862, DocREL: false, DocPrecision: .50, DocRecall: .09
DOCID: CACM-0853, DocREL: false, DocPrecision: .44, DocRecall: .09
DOCID: CACM-2397, DocREL: true, DocPrecision: .50, DocRecall: .11
DOCID: CACM-0841, DocREL: false, DocPrecision: .45, DocRecall: .11
DOCID: CACM-0860, DocREL: false, DocPrecision: .42, DocRecall: .11
DOCID: CACM-0677, DocREL: false, DocPrecision: .38, DocRecall: .11
DOCID: CACM-3075, DocREL: true, DocPrecision: .43, DocRecall: .14
DOCID: CACM-0856, DocREL: false, DocPrecision: .40, DocRecall: .14
DOCID: CACM-0865, DocREL: false, DocPrecision: .38, DocRecall: .14
DOCID: CACM-0857, DocREL: false, DocPrecision: .35, DocRecall: .14
DOCID: CACM-0861, DocREL: false, DocPrecision: .33, DocRecall: .14
DOCID: CACM-3164, DocREL: false, DocPrecision: .32, DocRecall: .14
DOCID: CACM-2017, DocREL: true, DocPrecision: .35, DocRecall: .16
DOCID: CACM-2108, DocREL: true, DocPrecision: .38, DocRecall: .18
DOCID: CACM-2716, DocREL: true, DocPrecision: .41, DocRecall: .20
DOCID: CACM-2146, DocREL: true, DocPrecision: .43, DocRecall: .23
DOCID: CACM-2176, DocREL: true, DocPrecision: .46, DocRecall: .25
DOCID: CACM-1956, DocREL: true, DocPrecision: .48, DocRecall: .27
DOCID: CACM-1117, DocREL: false, DocPrecision: .46, DocRecall: .27
DOCID: CACM-0851, DocREL: false, DocPrecision: .44, DocRecall: .27
DOCID: CACM-2819, DocREL: false, DocPrecision: .43, DocRecall: .27
DOCID: CACM-1630, DocREL: false, DocPrecision: .41, DocRecall: .27
DOCID: CACM-3132, DocREL: false, DocPrecision: .40, DocRecall: .27
DOCID: CACM-1191, DocREL: false, DocPrecision: .39, DocRecall: .27
DOCID: CACM-1930, DocREL: false, DocPrecision: .38, DocRecall: .27
DOCID: CACM-0307, DocREL: false, DocPrecision: .36, DocRecall: .27
DOCID: CACM-3156, DocREL: false, DocPrecision: .35, DocRecall: .27
DOCID: CACM-0507, DocREL: false, DocPrecision: .34, DocRecall: .27
DOCID: CACM-2051, DocREL: false, DocPrecision: .33, DocRecall: .27
DOCID: CACM-2450, DocREL: false, DocPrecision: .32, DocRecall: .27
