Precision: .03, Recall: 1.00, Average Precision: .59, Reciprocal Rank: 1.00, Precision At Rank 5: .40, Precision At Rank 20: .10
DOCID: CACM-2828, DocREL: true, DocPrecision: 1.00, DocRecall: .33
DOCID: CACM-2826, DocREL: false, DocPrecision: .50, DocRecall: .33
DOCID: CACM-1543, DocREL: true, DocPrecision: .67, DocRecall: .67
DOCID: CACM-2721, DocREL: false, DocPrecision: .50, DocRecall: .67
DOCID: CACM-1365, DocREL: false, DocPrecision: .40, DocRecall: .67
DOCID: CACM-0605, DocREL: false, DocPrecision: .33, DocRecall: .67
DOCID: CACM-2230, DocREL: false, DocPrecision: .29, DocRecall: .67
DOCID: CACM-1234, DocREL: false, DocPrecision: .25, DocRecall: .67
DOCID: CACM-2931, DocREL: false, DocPrecision: .22, DocRecall: .67
DOCID: CACM-2187, DocREL: false, DocPrecision: .20, DocRecall: .67
DOCID: CACM-0276, DocREL: false, DocPrecision: .18, DocRecall: .67
DOCID: CACM-0695, DocREL: false, DocPrecision: .17, DocRecall: .67
DOCID: CACM-0531, DocREL: false, DocPrecision: .15, DocRecall: .67
DOCID: CACM-2572, DocREL: false, DocPrecision: .14, DocRecall: .67
DOCID: CACM-3035, DocREL: false, DocPrecision: .13, DocRecall: .67
DOCID: CACM-0670, DocREL: false, DocPrecision: .12, DocRecall: .67
DOCID: CACM-1233, DocREL: false, DocPrecision: .12, DocRecall: .67
DOCID: CACM-1623, DocREL: false, DocPrecision: .11, DocRecall: .67
DOCID: CACM-2523, DocREL: false, DocPrecision: .11, DocRecall: .67
DOCID: CACM-0417, DocREL: false, DocPrecision: .10, DocRecall: .67
DOCID: CACM-2834, DocREL: false, DocPrecision: .10, DocRecall: .67
DOCID: CACM-1009, DocREL: false, DocPrecision: .09, DocRecall: .67
DOCID: CACM-1014, DocREL: false, DocPrecision: .09, DocRecall: .67
DOCID: CACM-1664, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-1611, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-2707, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-1362, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-1341, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-2078, DocREL: true, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-3135, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-1199, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-2180, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-2297, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-1196, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-1184, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-1148, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-3149, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-2307, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-0671, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-1915, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-2389, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-1515, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-2202, DocREL: false, DocPrecision: .07, DocRecall: 1.00
