Precision: .06, Recall: .75, Average Precision: .51, Reciprocal Rank: 1.00, Precision At Rank 5: .40, Precision At Rank 20: .20
DOCID: CACM-1601, DocREL: true, DocPrecision: 1.00, DocRecall: .12
DOCID: CACM-2685, DocREL: false, DocPrecision: .50, DocRecall: .12
DOCID: CACM-1811, DocREL: true, DocPrecision: .67, DocRecall: .25
DOCID: CACM-3059, DocREL: false, DocPrecision: .50, DocRecall: .25
DOCID: CACM-1158, DocREL: false, DocPrecision: .40, DocRecall: .25
DOCID: CACM-2865, DocREL: false, DocPrecision: .33, DocRecall: .25
DOCID: CACM-3156, DocREL: true, DocPrecision: .43, DocRecall: .38
DOCID: CACM-2289, DocREL: true, DocPrecision: .50, DocRecall: .50
DOCID: CACM-1302, DocREL: false, DocPrecision: .44, DocRecall: .50
DOCID: CACM-0950, DocREL: false, DocPrecision: .40, DocRecall: .50
DOCID: CACM-1471, DocREL: false, DocPrecision: .36, DocRecall: .50
DOCID: CACM-1262, DocREL: false, DocPrecision: .33, DocRecall: .50
DOCID: CACM-1828, DocREL: false, DocPrecision: .31, DocRecall: .50
DOCID: CACM-2401, DocREL: false, DocPrecision: .29, DocRecall: .50
DOCID: CACM-2342, DocREL: false, DocPrecision: .27, DocRecall: .50
DOCID: CACM-1795, DocREL: false, DocPrecision: .25, DocRecall: .50
DOCID: CACM-2266, DocREL: false, DocPrecision: .24, DocRecall: .50
DOCID: CACM-2973, DocREL: false, DocPrecision: .22, DocRecall: .50
DOCID: CACM-2895, DocREL: false, DocPrecision: .21, DocRecall: .50
DOCID: CACM-2896, DocREL: false, DocPrecision: .20, DocRecall: .50
DOCID: CACM-2714, DocREL: true, DocPrecision: .24, DocRecall: .62
DOCID: CACM-1468, DocREL: false, DocPrecision: .23, DocRecall: .62
DOCID: CACM-0320, DocREL: false, DocPrecision: .22, DocRecall: .62
DOCID: CACM-2785, DocREL: false, DocPrecision: .21, DocRecall: .62
DOCID: CACM-3075, DocREL: true, DocPrecision: .24, DocRecall: .75
DOCID: CACM-2570, DocREL: false, DocPrecision: .23, DocRecall: .75
DOCID: CACM-2134, DocREL: false, DocPrecision: .22, DocRecall: .75
DOCID: CACM-2580, DocREL: false, DocPrecision: .21, DocRecall: .75
DOCID: CACM-2851, DocREL: false, DocPrecision: .21, DocRecall: .75
DOCID: CACM-1398, DocREL: false, DocPrecision: .20, DocRecall: .75
DOCID: CACM-2898, DocREL: false, DocPrecision: .19, DocRecall: .75
DOCID: CACM-1569, DocREL: false, DocPrecision: .19, DocRecall: .75
DOCID: CACM-1846, DocREL: false, DocPrecision: .18, DocRecall: .75
DOCID: CACM-1603, DocREL: false, DocPrecision: .18, DocRecall: .75
DOCID: CACM-1747, DocREL: false, DocPrecision: .17, DocRecall: .75
DOCID: CACM-2327, DocREL: false, DocPrecision: .17, DocRecall: .75
DOCID: CACM-2186, DocREL: false, DocPrecision: .16, DocRecall: .75
DOCID: CACM-2195, DocREL: false, DocPrecision: .16, DocRecall: .75
DOCID: CACM-2871, DocREL: false, DocPrecision: .15, DocRecall: .75
DOCID: CACM-2557, DocREL: false, DocPrecision: .15, DocRecall: .75
DOCID: CACM-1008, DocREL: false, DocPrecision: .15, DocRecall: .75
DOCID: CACM-2449, DocREL: false, DocPrecision: .14, DocRecall: .75
DOCID: CACM-1856, DocREL: false, DocPrecision: .14, DocRecall: .75
DOCID: CACM-1368, DocREL: false, DocPrecision: .14, DocRecall: .75
DOCID: CACM-1536, DocREL: false, DocPrecision: .13, DocRecall: .75
DOCID: CACM-2838, DocREL: false, DocPrecision: .13, DocRecall: .75
DOCID: CACM-2433, DocREL: false, DocPrecision: .13, DocRecall: .75
DOCID: CACM-2932, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1957, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1613, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1048, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1959, DocREL: false, DocPrecision: .12, DocRecall: .75
DOCID: CACM-1274, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-0973, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-2700, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-1854, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-0727, DocREL: false, DocPrecision: .11, DocRecall: .75
DOCID: CACM-1961, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2227, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2567, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-1911, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2822, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-2220, DocREL: false, DocPrecision: .10, DocRecall: .75
DOCID: CACM-1554, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2216, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2406, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-0124, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2727, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-2175, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1409, DocREL: false, DocPrecision: .09, DocRecall: .75
DOCID: CACM-1444, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2217, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2000, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2409, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1200, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-0141, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1610, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2772, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-2807, DocREL: false, DocPrecision: .08, DocRecall: .75
DOCID: CACM-1196, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-0891, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1325, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1382, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2598, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2200, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-0392, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1848, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2353, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2248, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1334, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-0039, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-1928, DocREL: false, DocPrecision: .07, DocRecall: .75
DOCID: CACM-2648, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1495, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-2955, DocREL: false, DocPrecision: .06, DocRecall: .75
DOCID: CACM-1147, DocREL: false, DocPrecision: .06, DocRecall: .75
