Precision: .03, Recall: .50, Average Precision: .08, Reciprocal Rank: .07, Precision At Rank 5: .00, Precision At Rank 20: .10
DOCID: CACM-1160, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-3130, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1348, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2439, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2411, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1916, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1162, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1728, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-3080, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1788, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1739, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1659, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1257, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2423, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-1134, DocREL: true, DocPrecision: .07, DocRecall: .17
DOCID: CACM-1464, DocREL: false, DocPrecision: .06, DocRecall: .17
DOCID: CACM-1168, DocREL: false, DocPrecision: .06, DocRecall: .17
DOCID: CACM-1947, DocREL: true, DocPrecision: .11, DocRecall: .33
DOCID: CACM-1305, DocREL: false, DocPrecision: .11, DocRecall: .33
DOCID: CACM-0637, DocREL: false, DocPrecision: .10, DocRecall: .33
DOCID: CACM-1809, DocREL: false, DocPrecision: .10, DocRecall: .33
DOCID: CACM-1927, DocREL: false, DocPrecision: .09, DocRecall: .33
DOCID: CACM-1939, DocREL: false, DocPrecision: .09, DocRecall: .33
DOCID: CACM-1565, DocREL: false, DocPrecision: .08, DocRecall: .33
DOCID: CACM-0205, DocREL: false, DocPrecision: .08, DocRecall: .33
DOCID: CACM-1625, DocREL: false, DocPrecision: .08, DocRecall: .33
DOCID: CACM-0252, DocREL: false, DocPrecision: .07, DocRecall: .33
DOCID: CACM-2645, DocREL: false, DocPrecision: .07, DocRecall: .33
DOCID: CACM-1542, DocREL: false, DocPrecision: .07, DocRecall: .33
DOCID: CACM-1678, DocREL: false, DocPrecision: .07, DocRecall: .33
DOCID: CACM-2895, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-1029, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-1315, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-2898, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-1503, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-2877, DocREL: false, DocPrecision: .06, DocRecall: .33
DOCID: CACM-0202, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-2130, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-2210, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-3189, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-2217, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-2886, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-2939, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-1654, DocREL: false, DocPrecision: .05, DocRecall: .33
DOCID: CACM-1787, DocREL: false, DocPrecision: .04, DocRecall: .33
DOCID: CACM-2929, DocREL: false, DocPrecision: .04, DocRecall: .33
DOCID: CACM-3104, DocREL: false, DocPrecision: .04, DocRecall: .33
DOCID: CACM-2264, DocREL: false, DocPrecision: .04, DocRecall: .33
DOCID: CACM-2930, DocREL: false, DocPrecision: .04, DocRecall: .33
DOCID: CACM-1807, DocREL: true, DocPrecision: .06, DocRecall: .50
DOCID: CACM-0971, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-2989, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-1471, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-3140, DocREL: false, DocPrecision: .06, DocRecall: .50
DOCID: CACM-3005, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1166, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2850, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1307, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-3154, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2943, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-3200, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1003, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-1855, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2471, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2534, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-0396, DocREL: false, DocPrecision: .05, DocRecall: .50
DOCID: CACM-2945, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-3110, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-2111, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-3145, DocREL: false, DocPrecision: .04, DocRecall: .50
DOCID: CACM-3030, DocREL: false, DocPrecision: .04, DocRecall: .50
