Precision: .08, Recall: .89, Average Precision: .52, Reciprocal Rank: 1.00, Precision At Rank 5: .40, Precision At Rank 20: .25
DOCID: CACM-3068, DocREL: true, DocPrecision: 1.00, DocRecall: .11
DOCID: CACM-2372, DocREL: true, DocPrecision: 1.00, DocRecall: .22
DOCID: CACM-3174, DocREL: false, DocPrecision: .67, DocRecall: .22
DOCID: CACM-2621, DocREL: false, DocPrecision: .50, DocRecall: .22
DOCID: CACM-3076, DocREL: false, DocPrecision: .40, DocRecall: .22
DOCID: CACM-2870, DocREL: true, DocPrecision: .50, DocRecall: .33
DOCID: CACM-3158, DocREL: true, DocPrecision: .57, DocRecall: .44
DOCID: CACM-3181, DocREL: false, DocPrecision: .50, DocRecall: .44
DOCID: CACM-3128, DocREL: true, DocPrecision: .56, DocRecall: .56
DOCID: CACM-1808, DocREL: false, DocPrecision: .50, DocRecall: .56
DOCID: CACM-3082, DocREL: false, DocPrecision: .45, DocRecall: .56
DOCID: CACM-1750, DocREL: false, DocPrecision: .42, DocRecall: .56
DOCID: CACM-2317, DocREL: false, DocPrecision: .38, DocRecall: .56
DOCID: CACM-1745, DocREL: false, DocPrecision: .36, DocRecall: .56
DOCID: CACM-2951, DocREL: false, DocPrecision: .33, DocRecall: .56
DOCID: CACM-2424, DocREL: false, DocPrecision: .31, DocRecall: .56
DOCID: CACM-1747, DocREL: false, DocPrecision: .29, DocRecall: .56
DOCID: CACM-3182, DocREL: false, DocPrecision: .28, DocRecall: .56
DOCID: CACM-2988, DocREL: false, DocPrecision: .26, DocRecall: .56
DOCID: CACM-1928, DocREL: false, DocPrecision: .25, DocRecall: .56
DOCID: CACM-2949, DocREL: false, DocPrecision: .24, DocRecall: .56
DOCID: CACM-2840, DocREL: false, DocPrecision: .23, DocRecall: .56
DOCID: CACM-2622, DocREL: false, DocPrecision: .22, DocRecall: .56
DOCID: CACM-2741, DocREL: false, DocPrecision: .21, DocRecall: .56
DOCID: CACM-0637, DocREL: false, DocPrecision: .20, DocRecall: .56
DOCID: CACM-2151, DocREL: false, DocPrecision: .19, DocRecall: .56
DOCID: CACM-2869, DocREL: false, DocPrecision: .19, DocRecall: .56
DOCID: CACM-2345, DocREL: false, DocPrecision: .18, DocRecall: .56
DOCID: CACM-2867, DocREL: false, DocPrecision: .17, DocRecall: .56
DOCID: CACM-2111, DocREL: false, DocPrecision: .17, DocRecall: .56
DOCID: CACM-3137, DocREL: false, DocPrecision: .16, DocRecall: .56
DOCID: CACM-2626, DocREL: false, DocPrecision: .16, DocRecall: .56
DOCID: CACM-2358, DocREL: false, DocPrecision: .15, DocRecall: .56
DOCID: CACM-2632, DocREL: true, DocPrecision: .18, DocRecall: .67
DOCID: CACM-2578, DocREL: false, DocPrecision: .17, DocRecall: .67
DOCID: CACM-2407, DocREL: false, DocPrecision: .17, DocRecall: .67
DOCID: CACM-2371, DocREL: false, DocPrecision: .16, DocRecall: .67
DOCID: CACM-3141, DocREL: false, DocPrecision: .16, DocRecall: .67
DOCID: CACM-1341, DocREL: false, DocPrecision: .15, DocRecall: .67
DOCID: CACM-1959, DocREL: false, DocPrecision: .15, DocRecall: .67
DOCID: CACM-3025, DocREL: false, DocPrecision: .15, DocRecall: .67
DOCID: CACM-1728, DocREL: false, DocPrecision: .14, DocRecall: .67
DOCID: CACM-3011, DocREL: false, DocPrecision: .14, DocRecall: .67
DOCID: CACM-1247, DocREL: false, DocPrecision: .14, DocRecall: .67
DOCID: CACM-3177, DocREL: true, DocPrecision: .16, DocRecall: .78
DOCID: CACM-3111, DocREL: true, DocPrecision: .17, DocRecall: .89
DOCID: CACM-2522, DocREL: false, DocPrecision: .17, DocRecall: .89
DOCID: CACM-2812, DocREL: false, DocPrecision: .17, DocRecall: .89
DOCID: CACM-3028, DocREL: false, DocPrecision: .16, DocRecall: .89
DOCID: CACM-2080, DocREL: false, DocPrecision: .16, DocRecall: .89
DOCID: CACM-3021, DocREL: false, DocPrecision: .16, DocRecall: .89
DOCID: CACM-3038, DocREL: false, DocPrecision: .15, DocRecall: .89
DOCID: CACM-1387, DocREL: false, DocPrecision: .15, DocRecall: .89
DOCID: CACM-2888, DocREL: false, DocPrecision: .15, DocRecall: .89
DOCID: CACM-2849, DocREL: false, DocPrecision: .15, DocRecall: .89
DOCID: CACM-1846, DocREL: false, DocPrecision: .14, DocRecall: .89
DOCID: CACM-2882, DocREL: false, DocPrecision: .14, DocRecall: .89
DOCID: CACM-1844, DocREL: false, DocPrecision: .14, DocRecall: .89
DOCID: CACM-2198, DocREL: false, DocPrecision: .14, DocRecall: .89
DOCID: CACM-2852, DocREL: false, DocPrecision: .13, DocRecall: .89
DOCID: CACM-1572, DocREL: false, DocPrecision: .13, DocRecall: .89
DOCID: CACM-3059, DocREL: false, DocPrecision: .13, DocRecall: .89
DOCID: CACM-3070, DocREL: false, DocPrecision: .13, DocRecall: .89
DOCID: CACM-2406, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-3150, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-2629, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-1489, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-2046, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-2776, DocREL: false, DocPrecision: .12, DocRecall: .89
DOCID: CACM-2168, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-3072, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-3026, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-2319, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-2798, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-1484, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-3127, DocREL: false, DocPrecision: .11, DocRecall: .89
DOCID: CACM-2955, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-2597, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-0046, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-2950, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-2567, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-1685, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-1680, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-1032, DocREL: false, DocPrecision: .10, DocRecall: .89
DOCID: CACM-3183, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-2188, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-1751, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-3090, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-1695, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-3180, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-1071, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-2479, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-2995, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-1978, DocREL: false, DocPrecision: .09, DocRecall: .89
DOCID: CACM-1892, DocREL: false, DocPrecision: .08, DocRecall: .89
DOCID: CACM-2138, DocREL: false, DocPrecision: .08, DocRecall: .89
DOCID: CACM-2541, DocREL: false, DocPrecision: .08, DocRecall: .89
DOCID: CACM-2525, DocREL: false, DocPrecision: .08, DocRecall: .89
DOCID: CACM-1236, DocREL: false, DocPrecision: .08, DocRecall: .89
DOCID: CACM-1226, DocREL: false, DocPrecision: .08, DocRecall: .89
