Precision: .19, Recall: .70, Average Precision: .65, Reciprocal Rank: 1.00, Precision At Rank 5: .80, Precision At Rank 20: .60
DOCID: CACM-3087, DocREL: true, DocPrecision: 1.00, DocRecall: .04
DOCID: CACM-2882, DocREL: true, DocPrecision: 1.00, DocRecall: .07
DOCID: CACM-2716, DocREL: true, DocPrecision: 1.00, DocRecall: .11
DOCID: CACM-2816, DocREL: true, DocPrecision: 1.00, DocRecall: .15
DOCID: CACM-2876, DocREL: false, DocPrecision: .80, DocRecall: .15
DOCID: CACM-2888, DocREL: false, DocPrecision: .67, DocRecall: .15
DOCID: CACM-2715, DocREL: true, DocPrecision: .71, DocRecall: .19
DOCID: CACM-2817, DocREL: true, DocPrecision: .75, DocRecall: .22
DOCID: CACM-2957, DocREL: true, DocPrecision: .78, DocRecall: .26
DOCID: CACM-3089, DocREL: false, DocPrecision: .70, DocRecall: .26
DOCID: CACM-2718, DocREL: true, DocPrecision: .73, DocRecall: .30
DOCID: CACM-3049, DocREL: false, DocPrecision: .67, DocRecall: .30
DOCID: CACM-2976, DocREL: true, DocPrecision: .69, DocRecall: .33
DOCID: CACM-2967, DocREL: false, DocPrecision: .64, DocRecall: .33
DOCID: CACM-2516, DocREL: true, DocPrecision: .67, DocRecall: .37
DOCID: CACM-2988, DocREL: false, DocPrecision: .62, DocRecall: .37
DOCID: CACM-3137, DocREL: true, DocPrecision: .65, DocRecall: .41
DOCID: CACM-2812, DocREL: false, DocPrecision: .61, DocRecall: .41
DOCID: CACM-3112, DocREL: false, DocPrecision: .58, DocRecall: .41
DOCID: CACM-2710, DocREL: true, DocPrecision: .60, DocRecall: .44
DOCID: CACM-2959, DocREL: true, DocPrecision: .62, DocRecall: .48
DOCID: CACM-2964, DocREL: true, DocPrecision: .64, DocRecall: .52
DOCID: CACM-2928, DocREL: false, DocPrecision: .61, DocRecall: .52
DOCID: CACM-3026, DocREL: false, DocPrecision: .58, DocRecall: .52
DOCID: CACM-3142, DocREL: false, DocPrecision: .56, DocRecall: .52
DOCID: CACM-3025, DocREL: false, DocPrecision: .54, DocRecall: .52
DOCID: CACM-3164, DocREL: false, DocPrecision: .52, DocRecall: .52
DOCID: CACM-3136, DocREL: false, DocPrecision: .50, DocRecall: .52
DOCID: CACM-1752, DocREL: false, DocPrecision: .48, DocRecall: .52
DOCID: CACM-3070, DocREL: false, DocPrecision: .47, DocRecall: .52
DOCID: CACM-0695, DocREL: false, DocPrecision: .45, DocRecall: .52
DOCID: CACM-2424, DocREL: false, DocPrecision: .44, DocRecall: .52
DOCID: CACM-1695, DocREL: false, DocPrecision: .42, DocRecall: .52
DOCID: CACM-2319, DocREL: false, DocPrecision: .41, DocRecall: .52
DOCID: CACM-1844, DocREL: false, DocPrecision: .40, DocRecall: .52
DOCID: CACM-1572, DocREL: false, DocPrecision: .39, DocRecall: .52
DOCID: CACM-2526, DocREL: true, DocPrecision: .41, DocRecall: .56
DOCID: CACM-2358, DocREL: false, DocPrecision: .39, DocRecall: .56
DOCID: CACM-3059, DocREL: false, DocPrecision: .38, DocRecall: .56
DOCID: CACM-2198, DocREL: true, DocPrecision: .40, DocRecall: .59
DOCID: CACM-0616, DocREL: false, DocPrecision: .39, DocRecall: .59
DOCID: CACM-0696, DocREL: false, DocPrecision: .38, DocRecall: .59
DOCID: CACM-1901, DocREL: false, DocPrecision: .37, DocRecall: .59
DOCID: CACM-2188, DocREL: false, DocPrecision: .36, DocRecall: .59
DOCID: CACM-2669, DocREL: false, DocPrecision: .36, DocRecall: .59
DOCID: CACM-2625, DocREL: false, DocPrecision: .35, DocRecall: .59
DOCID: CACM-2951, DocREL: false, DocPrecision: .34, DocRecall: .59
DOCID: CACM-2375, DocREL: false, DocPrecision: .33, DocRecall: .59
DOCID: CACM-2680, DocREL: false, DocPrecision: .33, DocRecall: .59
DOCID: CACM-3150, DocREL: false, DocPrecision: .32, DocRecall: .59
DOCID: CACM-3153, DocREL: false, DocPrecision: .31, DocRecall: .59
DOCID: CACM-2541, DocREL: false, DocPrecision: .31, DocRecall: .59
