Precision: .07, Recall: .64, Average Precision: .71, Reciprocal Rank: 1.00, Precision At Rank 5: .60, Precision At Rank 20: .30
DOCID: CACM-1947, DocREL: true, DocPrecision: 1.00, DocRecall: .09
DOCID: CACM-1795, DocREL: true, DocPrecision: 1.00, DocRecall: .18
DOCID: CACM-2897, DocREL: true, DocPrecision: 1.00, DocRecall: .27
DOCID: CACM-2253, DocREL: false, DocPrecision: .75, DocRecall: .27
DOCID: CACM-3080, DocREL: false, DocPrecision: .60, DocRecall: .27
DOCID: CACM-2495, DocREL: true, DocPrecision: .67, DocRecall: .36
DOCID: CACM-1231, DocREL: true, DocPrecision: .71, DocRecall: .45
DOCID: CACM-2904, DocREL: false, DocPrecision: .62, DocRecall: .45
DOCID: CACM-2748, DocREL: false, DocPrecision: .56, DocRecall: .45
DOCID: CACM-2858, DocREL: false, DocPrecision: .50, DocRecall: .45
DOCID: CACM-3054, DocREL: false, DocPrecision: .45, DocRecall: .45
DOCID: CACM-2929, DocREL: false, DocPrecision: .42, DocRecall: .45
DOCID: CACM-1160, DocREL: false, DocPrecision: .38, DocRecall: .45
DOCID: CACM-2944, DocREL: false, DocPrecision: .36, DocRecall: .45
DOCID: CACM-1886, DocREL: false, DocPrecision: .33, DocRecall: .45
DOCID: CACM-3110, DocREL: false, DocPrecision: .31, DocRecall: .45
DOCID: CACM-1807, DocREL: true, DocPrecision: .35, DocRecall: .55
DOCID: CACM-2464, DocREL: false, DocPrecision: .33, DocRecall: .55
DOCID: CACM-2616, DocREL: false, DocPrecision: .32, DocRecall: .55
DOCID: CACM-3066, DocREL: false, DocPrecision: .30, DocRecall: .55
DOCID: CACM-2423, DocREL: false, DocPrecision: .29, DocRecall: .55
DOCID: CACM-1564, DocREL: false, DocPrecision: .27, DocRecall: .55
DOCID: CACM-2835, DocREL: false, DocPrecision: .26, DocRecall: .55
DOCID: CACM-2701, DocREL: false, DocPrecision: .25, DocRecall: .55
DOCID: CACM-3005, DocREL: false, DocPrecision: .24, DocRecall: .55
DOCID: CACM-2491, DocREL: false, DocPrecision: .23, DocRecall: .55
DOCID: CACM-1362, DocREL: false, DocPrecision: .22, DocRecall: .55
DOCID: CACM-2411, DocREL: false, DocPrecision: .21, DocRecall: .55
DOCID: CACM-1223, DocREL: true, DocPrecision: .24, DocRecall: .64
DOCID: CACM-1655, DocREL: false, DocPrecision: .23, DocRecall: .64
DOCID: CACM-2290, DocREL: false, DocPrecision: .23, DocRecall: .64
DOCID: CACM-2877, DocREL: false, DocPrecision: .22, DocRecall: .64
DOCID: CACM-1652, DocREL: false, DocPrecision: .21, DocRecall: .64
DOCID: CACM-2611, DocREL: false, DocPrecision: .21, DocRecall: .64
DOCID: CACM-1756, DocREL: false, DocPrecision: .20, DocRecall: .64
DOCID: CACM-1757, DocREL: false, DocPrecision: .19, DocRecall: .64
DOCID: CACM-2433, DocREL: false, DocPrecision: .19, DocRecall: .64
DOCID: CACM-0048, DocREL: false, DocPrecision: .18, DocRecall: .64
DOCID: CACM-2888, DocREL: false, DocPrecision: .18, DocRecall: .64
DOCID: CACM-3125, DocREL: false, DocPrecision: .17, DocRecall: .64
DOCID: CACM-2964, DocREL: false, DocPrecision: .17, DocRecall: .64
DOCID: CACM-1065, DocREL: false, DocPrecision: .17, DocRecall: .64
DOCID: CACM-1651, DocREL: false, DocPrecision: .16, DocRecall: .64
DOCID: CACM-1204, DocREL: false, DocPrecision: .16, DocRecall: .64
