Precision: .16, Recall: .57, Average Precision: .72, Reciprocal Rank: 1.00, Precision At Rank 5: 1.00, Precision At Rank 20: .55
DOCID: CACM-3043, DocREL: true, DocPrecision: 1.00, DocRecall: .04
DOCID: CACM-3128, DocREL: true, DocPrecision: 1.00, DocRecall: .07
DOCID: CACM-2342, DocREL: true, DocPrecision: 1.00, DocRecall: .11
DOCID: CACM-2912, DocREL: true, DocPrecision: 1.00, DocRecall: .14
DOCID: CACM-2376, DocREL: true, DocPrecision: 1.00, DocRecall: .18
DOCID: CACM-3141, DocREL: true, DocPrecision: 1.00, DocRecall: .21
DOCID: CACM-2865, DocREL: true, DocPrecision: 1.00, DocRecall: .25
DOCID: CACM-1854, DocREL: false, DocPrecision: .88, DocRecall: .25
DOCID: CACM-2320, DocREL: true, DocPrecision: .89, DocRecall: .29
DOCID: CACM-2949, DocREL: false, DocPrecision: .80, DocRecall: .29
DOCID: CACM-3148, DocREL: true, DocPrecision: .82, DocRecall: .32
DOCID: CACM-1198, DocREL: true, DocPrecision: .83, DocRecall: .36
DOCID: CACM-0046, DocREL: false, DocPrecision: .77, DocRecall: .36
DOCID: CACM-1749, DocREL: false, DocPrecision: .71, DocRecall: .36
DOCID: CACM-2740, DocREL: false, DocPrecision: .67, DocRecall: .36
DOCID: CACM-2895, DocREL: true, DocPrecision: .69, DocRecall: .39
DOCID: CACM-3048, DocREL: false, DocPrecision: .65, DocRecall: .39
DOCID: CACM-2080, DocREL: false, DocPrecision: .61, DocRecall: .39
DOCID: CACM-2378, DocREL: false, DocPrecision: .58, DocRecall: .39
DOCID: CACM-3104, DocREL: false, DocPrecision: .55, DocRecall: .39
DOCID: CACM-3014, DocREL: false, DocPrecision: .52, DocRecall: .39
DOCID: CACM-2111, DocREL: false, DocPrecision: .50, DocRecall: .39
DOCID: CACM-2150, DocREL: true, DocPrecision: .52, DocRecall: .43
DOCID: CACM-0243, DocREL: false, DocPrecision: .50, DocRecall: .43
DOCID: CACM-2541, DocREL: false, DocPrecision: .48, DocRecall: .43
DOCID: CACM-1135, DocREL: false, DocPrecision: .46, DocRecall: .43
DOCID: CACM-2871, DocREL: false, DocPrecision: .44, DocRecall: .43
DOCID: CACM-1748, DocREL: false, DocPrecision: .43, DocRecall: .43
DOCID: CACM-2890, DocREL: false, DocPrecision: .41, DocRecall: .43
DOCID: CACM-1381, DocREL: false, DocPrecision: .40, DocRecall: .43
DOCID: CACM-2940, DocREL: false, DocPrecision: .39, DocRecall: .43
DOCID: CACM-1623, DocREL: false, DocPrecision: .38, DocRecall: .43
DOCID: CACM-3080, DocREL: false, DocPrecision: .36, DocRecall: .43
DOCID: CACM-2264, DocREL: false, DocPrecision: .35, DocRecall: .43
DOCID: CACM-2851, DocREL: false, DocPrecision: .34, DocRecall: .43
DOCID: CACM-1886, DocREL: false, DocPrecision: .33, DocRecall: .43
DOCID: CACM-2379, DocREL: false, DocPrecision: .32, DocRecall: .43
DOCID: CACM-2317, DocREL: false, DocPrecision: .32, DocRecall: .43
DOCID: CACM-2979, DocREL: false, DocPrecision: .31, DocRecall: .43
DOCID: CACM-3082, DocREL: true, DocPrecision: .33, DocRecall: .46
DOCID: CACM-1753, DocREL: false, DocPrecision: .32, DocRecall: .46
DOCID: CACM-3144, DocREL: false, DocPrecision: .31, DocRecall: .46
DOCID: CACM-2519, DocREL: false, DocPrecision: .30, DocRecall: .46
DOCID: CACM-2795, DocREL: false, DocPrecision: .30, DocRecall: .46
DOCID: CACM-3039, DocREL: false, DocPrecision: .29, DocRecall: .46
DOCID: CACM-3137, DocREL: false, DocPrecision: .28, DocRecall: .46
DOCID: CACM-1928, DocREL: false, DocPrecision: .28, DocRecall: .46
DOCID: CACM-2216, DocREL: false, DocPrecision: .27, DocRecall: .46
DOCID: CACM-1458, DocREL: false, DocPrecision: .27, DocRecall: .46
DOCID: CACM-1698, DocREL: false, DocPrecision: .26, DocRecall: .46
DOCID: CACM-3170, DocREL: false, DocPrecision: .25, DocRecall: .46
DOCID: CACM-2864, DocREL: false, DocPrecision: .25, DocRecall: .46
DOCID: CACM-2958, DocREL: false, DocPrecision: .25, DocRecall: .46
DOCID: CACM-2972, DocREL: false, DocPrecision: .24, DocRecall: .46
DOCID: CACM-2950, DocREL: false, DocPrecision: .24, DocRecall: .46
DOCID: CACM-0942, DocREL: false, DocPrecision: .23, DocRecall: .46
DOCID: CACM-2920, DocREL: false, DocPrecision: .23, DocRecall: .46
DOCID: CACM-3031, DocREL: false, DocPrecision: .22, DocRecall: .46
DOCID: CACM-1626, DocREL: false, DocPrecision: .22, DocRecall: .46
DOCID: CACM-1397, DocREL: false, DocPrecision: .22, DocRecall: .46
DOCID: CACM-1665, DocREL: false, DocPrecision: .21, DocRecall: .46
DOCID: CACM-2344, DocREL: false, DocPrecision: .21, DocRecall: .46
DOCID: CACM-2179, DocREL: false, DocPrecision: .21, DocRecall: .46
DOCID: CACM-1098, DocREL: false, DocPrecision: .20, DocRecall: .46
DOCID: CACM-2371, DocREL: false, DocPrecision: .20, DocRecall: .46
DOCID: CACM-2732, DocREL: false, DocPrecision: .20, DocRecall: .46
DOCID: CACM-2307, DocREL: false, DocPrecision: .19, DocRecall: .46
DOCID: CACM-3078, DocREL: false, DocPrecision: .19, DocRecall: .46
DOCID: CACM-2276, DocREL: false, DocPrecision: .19, DocRecall: .46
DOCID: CACM-2903, DocREL: false, DocPrecision: .19, DocRecall: .46
DOCID: CACM-2289, DocREL: false, DocPrecision: .18, DocRecall: .46
DOCID: CACM-2060, DocREL: false, DocPrecision: .18, DocRecall: .46
DOCID: CACM-1706, DocREL: false, DocPrecision: .18, DocRecall: .46
DOCID: CACM-1572, DocREL: false, DocPrecision: .18, DocRecall: .46
DOCID: CACM-2470, DocREL: false, DocPrecision: .17, DocRecall: .46
DOCID: CACM-2033, DocREL: false, DocPrecision: .17, DocRecall: .46
DOCID: CACM-2802, DocREL: false, DocPrecision: .17, DocRecall: .46
DOCID: CACM-2931, DocREL: false, DocPrecision: .17, DocRecall: .46
DOCID: CACM-2167, DocREL: false, DocPrecision: .16, DocRecall: .46
DOCID: CACM-2657, DocREL: false, DocPrecision: .16, DocRecall: .46
DOCID: CACM-1601, DocREL: false, DocPrecision: .16, DocRecall: .46
DOCID: CACM-2623, DocREL: false, DocPrecision: .16, DocRecall: .46
DOCID: CACM-2581, DocREL: false, DocPrecision: .16, DocRecall: .46
DOCID: CACM-1415, DocREL: false, DocPrecision: .15, DocRecall: .46
DOCID: CACM-1960, DocREL: true, DocPrecision: .16, DocRecall: .50
DOCID: CACM-3120, DocREL: false, DocPrecision: .16, DocRecall: .50
DOCID: CACM-1308, DocREL: false, DocPrecision: .16, DocRecall: .50
DOCID: CACM-2618, DocREL: true, DocPrecision: .17, DocRecall: .54
DOCID: CACM-2572, DocREL: false, DocPrecision: .17, DocRecall: .54
DOCID: CACM-1587, DocREL: false, DocPrecision: .17, DocRecall: .54
DOCID: CACM-2439, DocREL: false, DocPrecision: .16, DocRecall: .54
DOCID: CACM-2860, DocREL: false, DocPrecision: .16, DocRecall: .54
DOCID: CACM-3143, DocREL: false, DocPrecision: .16, DocRecall: .54
DOCID: CACM-2905, DocREL: false, DocPrecision: .16, DocRecall: .54
DOCID: CACM-2777, DocREL: true, DocPrecision: .17, DocRecall: .57
DOCID: CACM-1143, DocREL: false, DocPrecision: .17, DocRecall: .57
DOCID: CACM-2233, DocREL: false, DocPrecision: .16, DocRecall: .57
DOCID: CACM-3059, DocREL: false, DocPrecision: .16, DocRecall: .57
DOCID: CACM-0616, DocREL: false, DocPrecision: .16, DocRecall: .57
DOCID: CACM-1867, DocREL: false, DocPrecision: .16, DocRecall: .57
