Precision: .03, Recall: 1.00, Average Precision: .52, Reciprocal Rank: 1.00, Precision At Rank 5: .40, Precision At Rank 20: .10
DOCID: CACM-2625, DocREL: true, DocPrecision: 1.00, DocRecall: .33
DOCID: CACM-2541, DocREL: false, DocPrecision: .50, DocRecall: .33
DOCID: CACM-2951, DocREL: false, DocPrecision: .33, DocRecall: .33
DOCID: CACM-3032, DocREL: true, DocPrecision: .50, DocRecall: .67
DOCID: CACM-1685, DocREL: false, DocPrecision: .40, DocRecall: .67
DOCID: CACM-0912, DocREL: false, DocPrecision: .33, DocRecall: .67
DOCID: CACM-2776, DocREL: false, DocPrecision: .29, DocRecall: .67
DOCID: CACM-2371, DocREL: false, DocPrecision: .25, DocRecall: .67
DOCID: CACM-2858, DocREL: false, DocPrecision: .22, DocRecall: .67
DOCID: CACM-1869, DocREL: false, DocPrecision: .20, DocRecall: .67
DOCID: CACM-2949, DocREL: false, DocPrecision: .18, DocRecall: .67
DOCID: CACM-1677, DocREL: false, DocPrecision: .17, DocRecall: .67
DOCID: CACM-1695, DocREL: false, DocPrecision: .15, DocRecall: .67
DOCID: CACM-3076, DocREL: false, DocPrecision: .14, DocRecall: .67
DOCID: CACM-2194, DocREL: false, DocPrecision: .13, DocRecall: .67
DOCID: CACM-3068, DocREL: false, DocPrecision: .12, DocRecall: .67
DOCID: CACM-1752, DocREL: false, DocPrecision: .12, DocRecall: .67
DOCID: CACM-1785, DocREL: false, DocPrecision: .11, DocRecall: .67
DOCID: CACM-1928, DocREL: false, DocPrecision: .11, DocRecall: .67
DOCID: CACM-2860, DocREL: false, DocPrecision: .10, DocRecall: .67
DOCID: CACM-2991, DocREL: false, DocPrecision: .10, DocRecall: .67
DOCID: CACM-0492, DocREL: false, DocPrecision: .09, DocRecall: .67
DOCID: CACM-2501, DocREL: false, DocPrecision: .09, DocRecall: .67
DOCID: CACM-2482, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-1723, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-2543, DocREL: false, DocPrecision: .08, DocRecall: .67
DOCID: CACM-1754, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-2892, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-2522, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-0332, DocREL: false, DocPrecision: .07, DocRecall: .67
DOCID: CACM-2358, DocREL: false, DocPrecision: .06, DocRecall: .67
