Precision: .04, Recall: 1.00, Average Precision: .89, Reciprocal Rank: 1.00, Precision At Rank 5: .60, Precision At Rank 20: .20
DOCID: CACM-3148, DocREL: true, DocPrecision: 1.00, DocRecall: .25
DOCID: CACM-3137, DocREL: true, DocPrecision: 1.00, DocRecall: .50
DOCID: CACM-2849, DocREL: true, DocPrecision: 1.00, DocRecall: .75
DOCID: CACM-2949, DocREL: false, DocPrecision: .75, DocRecall: .75
DOCID: CACM-3082, DocREL: false, DocPrecision: .60, DocRecall: .75
DOCID: CACM-3043, DocREL: false, DocPrecision: .50, DocRecall: .75
DOCID: CACM-2578, DocREL: true, DocPrecision: .57, DocRecall: 1.00
DOCID: CACM-1745, DocREL: false, DocPrecision: .50, DocRecall: 1.00
DOCID: CACM-0052, DocREL: false, DocPrecision: .44, DocRecall: 1.00
DOCID: CACM-0088, DocREL: false, DocPrecision: .40, DocRecall: 1.00
DOCID: CACM-2371, DocREL: false, DocPrecision: .36, DocRecall: 1.00
DOCID: CACM-2276, DocREL: false, DocPrecision: .33, DocRecall: 1.00
DOCID: CACM-3128, DocREL: false, DocPrecision: .31, DocRecall: 1.00
DOCID: CACM-1153, DocREL: false, DocPrecision: .29, DocRecall: 1.00
DOCID: CACM-2816, DocREL: false, DocPrecision: .27, DocRecall: 1.00
DOCID: CACM-1780, DocREL: false, DocPrecision: .25, DocRecall: 1.00
DOCID: CACM-2406, DocREL: false, DocPrecision: .24, DocRecall: 1.00
DOCID: CACM-2926, DocREL: false, DocPrecision: .22, DocRecall: 1.00
DOCID: CACM-2969, DocREL: false, DocPrecision: .21, DocRecall: 1.00
DOCID: CACM-2900, DocREL: false, DocPrecision: .20, DocRecall: 1.00
DOCID: CACM-1010, DocREL: false, DocPrecision: .19, DocRecall: 1.00
DOCID: CACM-3084, DocREL: false, DocPrecision: .18, DocRecall: 1.00
DOCID: CACM-2373, DocREL: false, DocPrecision: .17, DocRecall: 1.00
DOCID: CACM-1525, DocREL: false, DocPrecision: .17, DocRecall: 1.00
DOCID: CACM-3141, DocREL: false, DocPrecision: .16, DocRecall: 1.00
DOCID: CACM-2216, DocREL: false, DocPrecision: .15, DocRecall: 1.00
DOCID: CACM-0980, DocREL: false, DocPrecision: .15, DocRecall: 1.00
DOCID: CACM-2596, DocREL: false, DocPrecision: .14, DocRecall: 1.00
DOCID: CACM-2905, DocREL: false, DocPrecision: .14, DocRecall: 1.00
DOCID: CACM-3090, DocREL: false, DocPrecision: .13, DocRecall: 1.00
DOCID: CACM-1862, DocREL: false, DocPrecision: .13, DocRecall: 1.00
DOCID: CACM-2357, DocREL: false, DocPrecision: .12, DocRecall: 1.00
DOCID: CACM-2311, DocREL: false, DocPrecision: .12, DocRecall: 1.00
DOCID: CACM-1363, DocREL: false, DocPrecision: .12, DocRecall: 1.00
DOCID: CACM-3025, DocREL: false, DocPrecision: .11, DocRecall: 1.00
DOCID: CACM-3011, DocREL: false, DocPrecision: .11, DocRecall: 1.00
DOCID: CACM-1604, DocREL: false, DocPrecision: .11, DocRecall: 1.00
DOCID: CACM-1571, DocREL: false, DocPrecision: .11, DocRecall: 1.00
DOCID: CACM-2890, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-1747, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-2999, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-2741, DocREL: false, DocPrecision: .10, DocRecall: 1.00
DOCID: CACM-2197, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-0585, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-1724, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-0072, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-1472, DocREL: false, DocPrecision: .09, DocRecall: 1.00
DOCID: CACM-2169, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-1224, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-2951, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-1676, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-3035, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-1438, DocREL: false, DocPrecision: .08, DocRecall: 1.00
DOCID: CACM-1332, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-3158, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-2810, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-1889, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-1411, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-2595, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-2756, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-3077, DocREL: false, DocPrecision: .07, DocRecall: 1.00
DOCID: CACM-1680, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1417, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1349, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1160, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-2130, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-0854, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-2470, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-2822, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1105, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-0147, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1186, DocREL: false, DocPrecision: .06, DocRecall: 1.00
DOCID: CACM-1544, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-2398, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-2680, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1471, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1788, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1194, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1741, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-0830, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-2188, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1811, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-2947, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-3121, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1810, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-2198, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1262, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-1719, DocREL: false, DocPrecision: .05, DocRecall: 1.00
DOCID: CACM-0080, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-1014, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-3131, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-1170, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-3086, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-0103, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-1721, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-2605, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-2833, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-1033, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-3130, DocREL: false, DocPrecision: .04, DocRecall: 1.00
DOCID: CACM-2387, DocREL: false, DocPrecision: .04, DocRecall: 1.00
