Precision: .11, Recall: .92, Average Precision: .52, Reciprocal Rank: .50, Precision At Rank 5: .60, Precision At Rank 20: .40
DOCID: CACM-1759, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2589, DocREL: true, DocPrecision: .50, DocRecall: .08
DOCID: CACM-1797, DocREL: true, DocPrecision: .67, DocRecall: .17
DOCID: CACM-2056, DocREL: false, DocPrecision: .50, DocRecall: .17
DOCID: CACM-1666, DocREL: true, DocPrecision: .60, DocRecall: .25
DOCID: CACM-1863, DocREL: true, DocPrecision: .67, DocRecall: .33
DOCID: CACM-2223, DocREL: true, DocPrecision: .71, DocRecall: .42
DOCID: CACM-1729, DocREL: true, DocPrecision: .75, DocRecall: .50
DOCID: CACM-1899, DocREL: false, DocPrecision: .67, DocRecall: .50
DOCID: CACM-2475, DocREL: false, DocPrecision: .60, DocRecall: .50
DOCID: CACM-2509, DocREL: false, DocPrecision: .55, DocRecall: .50
DOCID: CACM-1914, DocREL: false, DocPrecision: .50, DocRecall: .50
DOCID: CACM-2431, DocREL: false, DocPrecision: .46, DocRecall: .50
DOCID: CACM-2510, DocREL: false, DocPrecision: .43, DocRecall: .50
DOCID: CACM-2675, DocREL: false, DocPrecision: .40, DocRecall: .50
DOCID: CACM-1880, DocREL: false, DocPrecision: .38, DocRecall: .50
DOCID: CACM-1734, DocREL: false, DocPrecision: .35, DocRecall: .50
DOCID: CACM-2073, DocREL: true, DocPrecision: .39, DocRecall: .58
DOCID: CACM-2226, DocREL: true, DocPrecision: .42, DocRecall: .67
DOCID: CACM-1688, DocREL: false, DocPrecision: .40, DocRecall: .67
DOCID: CACM-2285, DocREL: true, DocPrecision: .43, DocRecall: .75
DOCID: CACM-1687, DocREL: false, DocPrecision: .41, DocRecall: .75
DOCID: CACM-1690, DocREL: false, DocPrecision: .39, DocRecall: .75
DOCID: CACM-2088, DocREL: false, DocPrecision: .38, DocRecall: .75
DOCID: CACM-2362, DocREL: false, DocPrecision: .36, DocRecall: .75
DOCID: CACM-0149, DocREL: false, DocPrecision: .35, DocRecall: .75
DOCID: CACM-0927, DocREL: false, DocPrecision: .33, DocRecall: .75
DOCID: CACM-1905, DocREL: false, DocPrecision: .32, DocRecall: .75
DOCID: CACM-1353, DocREL: true, DocPrecision: .34, DocRecall: .83
