Precision: .07, Recall: .41, Average Precision: .25, Reciprocal Rank: .50, Precision At Rank 5: .20, Precision At Rank 20: .20
DOCID: CACM-3141, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2378, DocREL: true, DocPrecision: .50, DocRecall: .06
DOCID: CACM-2080, DocREL: false, DocPrecision: .33, DocRecall: .06
DOCID: CACM-2629, DocREL: false, DocPrecision: .25, DocRecall: .06
DOCID: CACM-2740, DocREL: false, DocPrecision: .20, DocRecall: .06
DOCID: CACM-1135, DocREL: false, DocPrecision: .17, DocRecall: .06
DOCID: CACM-1750, DocREL: false, DocPrecision: .14, DocRecall: .06
DOCID: CACM-2522, DocREL: false, DocPrecision: .12, DocRecall: .06
DOCID: CACM-0243, DocREL: false, DocPrecision: .11, DocRecall: .06
DOCID: CACM-2320, DocREL: false, DocPrecision: .10, DocRecall: .06
DOCID: CACM-1748, DocREL: false, DocPrecision: .09, DocRecall: .06
DOCID: CACM-2342, DocREL: true, DocPrecision: .17, DocRecall: .12
DOCID: CACM-1753, DocREL: false, DocPrecision: .15, DocRecall: .12
DOCID: CACM-1854, DocREL: true, DocPrecision: .21, DocRecall: .18
DOCID: CACM-2184, DocREL: false, DocPrecision: .20, DocRecall: .18
DOCID: CACM-2376, DocREL: true, DocPrecision: .25, DocRecall: .24
DOCID: CACM-2424, DocREL: false, DocPrecision: .24, DocRecall: .24
DOCID: CACM-2920, DocREL: false, DocPrecision: .22, DocRecall: .24
DOCID: CACM-2317, DocREL: false, DocPrecision: .21, DocRecall: .24
DOCID: CACM-1032, DocREL: false, DocPrecision: .20, DocRecall: .24
DOCID: CACM-2795, DocREL: false, DocPrecision: .19, DocRecall: .24
DOCID: CACM-1749, DocREL: true, DocPrecision: .23, DocRecall: .29
DOCID: CACM-1199, DocREL: false, DocPrecision: .22, DocRecall: .29
DOCID: CACM-3128, DocREL: false, DocPrecision: .21, DocRecall: .29
DOCID: CACM-2504, DocREL: false, DocPrecision: .20, DocRecall: .29
DOCID: CACM-1928, DocREL: false, DocPrecision: .19, DocRecall: .29
DOCID: CACM-3002, DocREL: false, DocPrecision: .19, DocRecall: .29
DOCID: CACM-2950, DocREL: false, DocPrecision: .18, DocRecall: .29
DOCID: CACM-2307, DocREL: false, DocPrecision: .17, DocRecall: .29
DOCID: CACM-2379, DocREL: false, DocPrecision: .17, DocRecall: .29
DOCID: CACM-2111, DocREL: false, DocPrecision: .16, DocRecall: .29
DOCID: CACM-2867, DocREL: false, DocPrecision: .16, DocRecall: .29
DOCID: CACM-3105, DocREL: true, DocPrecision: .18, DocRecall: .35
DOCID: CACM-2358, DocREL: false, DocPrecision: .18, DocRecall: .35
DOCID: CACM-2168, DocREL: false, DocPrecision: .17, DocRecall: .35
DOCID: CACM-1747, DocREL: false, DocPrecision: .17, DocRecall: .35
DOCID: CACM-0409, DocREL: false, DocPrecision: .16, DocRecall: .35
DOCID: CACM-2688, DocREL: false, DocPrecision: .16, DocRecall: .35
DOCID: CACM-3148, DocREL: true, DocPrecision: .18, DocRecall: .41
DOCID: CACM-2482, DocREL: false, DocPrecision: .17, DocRecall: .41
DOCID: CACM-1846, DocREL: false, DocPrecision: .17, DocRecall: .41
DOCID: CACM-0825, DocREL: false, DocPrecision: .17, DocRecall: .41
DOCID: CACM-3127, DocREL: false, DocPrecision: .16, DocRecall: .41
DOCID: CACM-2160, DocREL: false, DocPrecision: .16, DocRecall: .41
DOCID: CACM-2255, DocREL: false, DocPrecision: .16, DocRecall: .41
DOCID: CACM-2519, DocREL: false, DocPrecision: .15, DocRecall: .41
DOCID: CACM-2319, DocREL: false, DocPrecision: .15, DocRecall: .41
DOCID: CACM-1728, DocREL: false, DocPrecision: .15, DocRecall: .41
DOCID: CACM-1959, DocREL: false, DocPrecision: .14, DocRecall: .41
DOCID: CACM-1247, DocREL: false, DocPrecision: .14, DocRecall: .41
DOCID: CACM-3039, DocREL: false, DocPrecision: .14, DocRecall: .41
DOCID: CACM-1698, DocREL: false, DocPrecision: .13, DocRecall: .41
DOCID: CACM-2949, DocREL: false, DocPrecision: .13, DocRecall: .41
DOCID: CACM-2372, DocREL: false, DocPrecision: .13, DocRecall: .41
DOCID: CACM-1534, DocREL: false, DocPrecision: .13, DocRecall: .41
DOCID: CACM-0696, DocREL: false, DocPrecision: .12, DocRecall: .41
DOCID: CACM-2597, DocREL: false, DocPrecision: .12, DocRecall: .41
DOCID: CACM-1976, DocREL: false, DocPrecision: .12, DocRecall: .41
DOCID: CACM-2741, DocREL: false, DocPrecision: .12, DocRecall: .41
DOCID: CACM-1385, DocREL: false, DocPrecision: .12, DocRecall: .41
DOCID: CACM-3068, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-0855, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-1677, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-3025, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-1752, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-1003, DocREL: false, DocPrecision: .11, DocRecall: .41
DOCID: CACM-1198, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-2406, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-3117, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-2821, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-2535, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-0822, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-2622, DocREL: false, DocPrecision: .10, DocRecall: .41
DOCID: CACM-2888, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-2979, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-1226, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-3028, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-2312, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-1387, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-1541, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-2840, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-2151, DocREL: false, DocPrecision: .09, DocRecall: .41
DOCID: CACM-2739, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-1514, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-2297, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-1462, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-1680, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-2868, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-1751, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-2198, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-2777, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-3078, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-2947, DocREL: false, DocPrecision: .08, DocRecall: .41
DOCID: CACM-3072, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-2988, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-1719, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-1272, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-2127, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-0618, DocREL: false, DocPrecision: .07, DocRecall: .41
DOCID: CACM-3081, DocREL: false, DocPrecision: .07, DocRecall: .41
