Precision: .21, Recall: .60, Average Precision: .71, Reciprocal Rank: 1.00, Precision At Rank 5: 1.00, Precision At Rank 20: .60
DOCID: CACM-1262, DocREL: true, DocPrecision: 1.00, DocRecall: .03
DOCID: CACM-2685, DocREL: true, DocPrecision: 1.00, DocRecall: .06
DOCID: CACM-2700, DocREL: true, DocPrecision: 1.00, DocRecall: .09
DOCID: CACM-2785, DocREL: true, DocPrecision: 1.00, DocRecall: .11
DOCID: CACM-2895, DocREL: true, DocPrecision: 1.00, DocRecall: .14
DOCID: CACM-1795, DocREL: true, DocPrecision: 1.00, DocRecall: .17
DOCID: CACM-2266, DocREL: false, DocPrecision: .86, DocRecall: .17
DOCID: CACM-3075, DocREL: true, DocPrecision: .88, DocRecall: .20
DOCID: CACM-2714, DocREL: true, DocPrecision: .89, DocRecall: .23
DOCID: CACM-1158, DocREL: true, DocPrecision: .90, DocRecall: .26
DOCID: CACM-3059, DocREL: false, DocPrecision: .82, DocRecall: .26
DOCID: CACM-2973, DocREL: false, DocPrecision: .75, DocRecall: .26
DOCID: CACM-1302, DocREL: false, DocPrecision: .69, DocRecall: .26
DOCID: CACM-2896, DocREL: true, DocPrecision: .71, DocRecall: .29
DOCID: CACM-1828, DocREL: false, DocPrecision: .67, DocRecall: .29
DOCID: CACM-0950, DocREL: false, DocPrecision: .62, DocRecall: .29
DOCID: CACM-3156, DocREL: true, DocPrecision: .65, DocRecall: .31
DOCID: CACM-1601, DocREL: true, DocPrecision: .67, DocRecall: .34
DOCID: CACM-2080, DocREL: false, DocPrecision: .63, DocRecall: .34
DOCID: CACM-2401, DocREL: false, DocPrecision: .60, DocRecall: .34
DOCID: CACM-0141, DocREL: false, DocPrecision: .57, DocRecall: .34
DOCID: CACM-0392, DocREL: false, DocPrecision: .55, DocRecall: .34
DOCID: CACM-2342, DocREL: true, DocPrecision: .57, DocRecall: .37
DOCID: CACM-2851, DocREL: true, DocPrecision: .58, DocRecall: .40
DOCID: CACM-1468, DocREL: false, DocPrecision: .56, DocRecall: .40
DOCID: CACM-2865, DocREL: false, DocPrecision: .54, DocRecall: .40
DOCID: CACM-2195, DocREL: false, DocPrecision: .52, DocRecall: .40
DOCID: CACM-1747, DocREL: true, DocPrecision: .54, DocRecall: .43
DOCID: CACM-2557, DocREL: false, DocPrecision: .52, DocRecall: .43
DOCID: CACM-1536, DocREL: false, DocPrecision: .50, DocRecall: .43
DOCID: CACM-2182, DocREL: false, DocPrecision: .48, DocRecall: .43
DOCID: CACM-1569, DocREL: false, DocPrecision: .47, DocRecall: .43
DOCID: CACM-1471, DocREL: true, DocPrecision: .48, DocRecall: .46
DOCID: CACM-2175, DocREL: false, DocPrecision: .47, DocRecall: .46
DOCID: CACM-2433, DocREL: true, DocPrecision: .49, DocRecall: .49
DOCID: CACM-1846, DocREL: false, DocPrecision: .47, DocRecall: .49
DOCID: CACM-2570, DocREL: false, DocPrecision: .46, DocRecall: .49
DOCID: CACM-3073, DocREL: false, DocPrecision: .45, DocRecall: .49
DOCID: CACM-1200, DocREL: false, DocPrecision: .44, DocRecall: .49
DOCID: CACM-1008, DocREL: false, DocPrecision: .42, DocRecall: .49
DOCID: CACM-2376, DocREL: true, DocPrecision: .44, DocRecall: .51
DOCID: CACM-2727, DocREL: false, DocPrecision: .43, DocRecall: .51
DOCID: CACM-2838, DocREL: false, DocPrecision: .42, DocRecall: .51
DOCID: CACM-3044, DocREL: false, DocPrecision: .41, DocRecall: .51
DOCID: CACM-1959, DocREL: false, DocPrecision: .40, DocRecall: .51
DOCID: CACM-1554, DocREL: false, DocPrecision: .39, DocRecall: .51
DOCID: CACM-2289, DocREL: true, DocPrecision: .40, DocRecall: .54
DOCID: CACM-1603, DocREL: false, DocPrecision: .40, DocRecall: .54
DOCID: CACM-2514, DocREL: false, DocPrecision: .39, DocRecall: .54
DOCID: CACM-1960, DocREL: false, DocPrecision: .38, DocRecall: .54
DOCID: CACM-1613, DocREL: true, DocPrecision: .39, DocRecall: .57
DOCID: CACM-1341, DocREL: false, DocPrecision: .38, DocRecall: .57
DOCID: CACM-2898, DocREL: false, DocPrecision: .38, DocRecall: .57
DOCID: CACM-2740, DocREL: false, DocPrecision: .37, DocRecall: .57
DOCID: CACM-1957, DocREL: false, DocPrecision: .36, DocRecall: .57
DOCID: CACM-0320, DocREL: false, DocPrecision: .36, DocRecall: .57
DOCID: CACM-3175, DocREL: false, DocPrecision: .35, DocRecall: .57
DOCID: CACM-1325, DocREL: false, DocPrecision: .34, DocRecall: .57
DOCID: CACM-2114, DocREL: false, DocPrecision: .34, DocRecall: .57
DOCID: CACM-1811, DocREL: true, DocPrecision: .35, DocRecall: .60
DOCID: CACM-2723, DocREL: false, DocPrecision: .34, DocRecall: .60
DOCID: CACM-2515, DocREL: false, DocPrecision: .34, DocRecall: .60
DOCID: CACM-1409, DocREL: false, DocPrecision: .33, DocRecall: .60
DOCID: CACM-1411, DocREL: false, DocPrecision: .33, DocRecall: .60
DOCID: CACM-1854, DocREL: false, DocPrecision: .32, DocRecall: .60
DOCID: CACM-2497, DocREL: false, DocPrecision: .32, DocRecall: .60
DOCID: CACM-1928, DocREL: false, DocPrecision: .31, DocRecall: .60
DOCID: CACM-2967, DocREL: false, DocPrecision: .31, DocRecall: .60
DOCID: CACM-1010, DocREL: false, DocPrecision: .30, DocRecall: .60
DOCID: CACM-0034, DocREL: false, DocPrecision: .30, DocRecall: .60
DOCID: CACM-1498, DocREL: false, DocPrecision: .30, DocRecall: .60
DOCID: CACM-0035, DocREL: false, DocPrecision: .29, DocRecall: .60
DOCID: CACM-2707, DocREL: false, DocPrecision: .29, DocRecall: .60
DOCID: CACM-3166, DocREL: false, DocPrecision: .28, DocRecall: .60
DOCID: CACM-1363, DocREL: false, DocPrecision: .28, DocRecall: .60
DOCID: CACM-2692, DocREL: false, DocPrecision: .28, DocRecall: .60
DOCID: CACM-1644, DocREL: false, DocPrecision: .27, DocRecall: .60
DOCID: CACM-2169, DocREL: false, DocPrecision: .27, DocRecall: .60
DOCID: CACM-1708, DocREL: false, DocPrecision: .27, DocRecall: .60
DOCID: CACM-2081, DocREL: false, DocPrecision: .26, DocRecall: .60
DOCID: CACM-1819, DocREL: false, DocPrecision: .26, DocRecall: .60
DOCID: CACM-2135, DocREL: false, DocPrecision: .26, DocRecall: .60
DOCID: CACM-2824, DocREL: false, DocPrecision: .25, DocRecall: .60
DOCID: CACM-2971, DocREL: false, DocPrecision: .25, DocRecall: .60
DOCID: CACM-2340, DocREL: false, DocPrecision: .25, DocRecall: .60
DOCID: CACM-2129, DocREL: false, DocPrecision: .24, DocRecall: .60
DOCID: CACM-1029, DocREL: false, DocPrecision: .24, DocRecall: .60
DOCID: CACM-2849, DocREL: false, DocPrecision: .24, DocRecall: .60
DOCID: CACM-3085, DocREL: false, DocPrecision: .24, DocRecall: .60
DOCID: CACM-2605, DocREL: false, DocPrecision: .23, DocRecall: .60
DOCID: CACM-1934, DocREL: false, DocPrecision: .23, DocRecall: .60
DOCID: CACM-2312, DocREL: false, DocPrecision: .23, DocRecall: .60
DOCID: CACM-1381, DocREL: false, DocPrecision: .23, DocRecall: .60
DOCID: CACM-1565, DocREL: false, DocPrecision: .22, DocRecall: .60
DOCID: CACM-1308, DocREL: false, DocPrecision: .22, DocRecall: .60
DOCID: CACM-2842, DocREL: false, DocPrecision: .22, DocRecall: .60
DOCID: CACM-3158, DocREL: false, DocPrecision: .22, DocRecall: .60
DOCID: CACM-2874, DocREL: false, DocPrecision: .21, DocRecall: .60
DOCID: CACM-0121, DocREL: false, DocPrecision: .21, DocRecall: .60
DOCID: CACM-1309, DocREL: false, DocPrecision: .21, DocRecall: .60
