Precision: .06, Recall: .75, Average Precision: .32, Reciprocal Rank: .50, Precision At Rank 5: .40, Precision At Rank 20: .20
DOCID: CACM-1829, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-2035, DocREL: true, DocPrecision: .50, DocRecall: .12
DOCID: CACM-1937, DocREL: false, DocPrecision: .33, DocRecall: .12
DOCID: CACM-2003, DocREL: false, DocPrecision: .25, DocRecall: .12
DOCID: CACM-2399, DocREL: true, DocPrecision: .40, DocRecall: .25
DOCID: CACM-1033, DocREL: false, DocPrecision: .33, DocRecall: .25
DOCID: CACM-2299, DocREL: true, DocPrecision: .43, DocRecall: .38
DOCID: CACM-1589, DocREL: false, DocPrecision: .38, DocRecall: .38
DOCID: CACM-1188, DocREL: false, DocPrecision: .33, DocRecall: .38
DOCID: CACM-1742, DocREL: false, DocPrecision: .30, DocRecall: .38
DOCID: CACM-1962, DocREL: false, DocPrecision: .27, DocRecall: .38
DOCID: CACM-0892, DocREL: false, DocPrecision: .25, DocRecall: .38
DOCID: CACM-2812, DocREL: false, DocPrecision: .23, DocRecall: .38
DOCID: CACM-2820, DocREL: true, DocPrecision: .29, DocRecall: .50
DOCID: CACM-2188, DocREL: false, DocPrecision: .27, DocRecall: .50
DOCID: CACM-1487, DocREL: false, DocPrecision: .25, DocRecall: .50
DOCID: CACM-2145, DocREL: false, DocPrecision: .24, DocRecall: .50
DOCID: CACM-1409, DocREL: false, DocPrecision: .22, DocRecall: .50
DOCID: CACM-1534, DocREL: false, DocPrecision: .21, DocRecall: .50
DOCID: CACM-1281, DocREL: false, DocPrecision: .20, DocRecall: .50
DOCID: CACM-2873, DocREL: false, DocPrecision: .19, DocRecall: .50
DOCID: CACM-2002, DocREL: false, DocPrecision: .18, DocRecall: .50
DOCID: CACM-1680, DocREL: false, DocPrecision: .17, DocRecall: .50
DOCID: CACM-1503, DocREL: false, DocPrecision: .17, DocRecall: .50
DOCID: CACM-2252, DocREL: false, DocPrecision: .16, DocRecall: .50
DOCID: CACM-1747, DocREL: false, DocPrecision: .15, DocRecall: .50
DOCID: CACM-1978, DocREL: false, DocPrecision: .15, DocRecall: .50
DOCID: CACM-1502, DocREL: true, DocPrecision: .18, DocRecall: .62
DOCID: CACM-3147, DocREL: false, DocPrecision: .17, DocRecall: .62
DOCID: CACM-2841, DocREL: false, DocPrecision: .17, DocRecall: .62
DOCID: CACM-1603, DocREL: false, DocPrecision: .16, DocRecall: .62
DOCID: CACM-1427, DocREL: false, DocPrecision: .16, DocRecall: .62
