Precision: .10, Recall: .62, Average Precision: .54, Reciprocal Rank: .50, Precision At Rank 5: .60, Precision At Rank 20: .35
DOCID: CACM-3105, DocREL: false, DocPrecision: .00, DocRecall: .00
DOCID: CACM-3031, DocREL: true, DocPrecision: .50, DocRecall: .06
DOCID: CACM-2958, DocREL: true, DocPrecision: .67, DocRecall: .12
DOCID: CACM-3103, DocREL: true, DocPrecision: .75, DocRecall: .19
DOCID: CACM-2470, DocREL: false, DocPrecision: .60, DocRecall: .19
DOCID: CACM-2956, DocREL: true, DocPrecision: .67, DocRecall: .25
DOCID: CACM-1625, DocREL: false, DocPrecision: .57, DocRecall: .25
DOCID: CACM-2867, DocREL: false, DocPrecision: .50, DocRecall: .25
DOCID: CACM-2939, DocREL: true, DocPrecision: .56, DocRecall: .31
DOCID: CACM-2651, DocREL: true, DocPrecision: .60, DocRecall: .38
DOCID: CACM-1359, DocREL: false, DocPrecision: .55, DocRecall: .38
DOCID: CACM-2082, DocREL: false, DocPrecision: .50, DocRecall: .38
DOCID: CACM-2940, DocREL: true, DocPrecision: .54, DocRecall: .44
DOCID: CACM-0867, DocREL: false, DocPrecision: .50, DocRecall: .44
DOCID: CACM-2184, DocREL: false, DocPrecision: .47, DocRecall: .44
DOCID: CACM-1847, DocREL: false, DocPrecision: .44, DocRecall: .44
DOCID: CACM-2931, DocREL: false, DocPrecision: .41, DocRecall: .44
DOCID: CACM-2247, DocREL: false, DocPrecision: .39, DocRecall: .44
DOCID: CACM-1698, DocREL: false, DocPrecision: .37, DocRecall: .44
DOCID: CACM-1474, DocREL: false, DocPrecision: .35, DocRecall: .44
DOCID: CACM-2957, DocREL: true, DocPrecision: .38, DocRecall: .50
DOCID: CACM-2265, DocREL: true, DocPrecision: .41, DocRecall: .56
DOCID: CACM-2876, DocREL: false, DocPrecision: .39, DocRecall: .56
DOCID: CACM-2582, DocREL: false, DocPrecision: .38, DocRecall: .56
DOCID: CACM-2496, DocREL: false, DocPrecision: .36, DocRecall: .56
DOCID: CACM-0497, DocREL: false, DocPrecision: .35, DocRecall: .56
DOCID: CACM-2941, DocREL: true, DocPrecision: .37, DocRecall: .62
DOCID: CACM-1408, DocREL: false, DocPrecision: .36, DocRecall: .62
DOCID: CACM-1890, DocREL: false, DocPrecision: .34, DocRecall: .62
DOCID: CACM-3069, DocREL: false, DocPrecision: .33, DocRecall: .62
DOCID: CACM-1768, DocREL: false, DocPrecision: .32, DocRecall: .62
DOCID: CACM-0670, DocREL: false, DocPrecision: .31, DocRecall: .62
DOCID: CACM-3002, DocREL: false, DocPrecision: .30, DocRecall: .62
DOCID: CACM-2341, DocREL: false, DocPrecision: .29, DocRecall: .62
DOCID: CACM-1327, DocREL: false, DocPrecision: .29, DocRecall: .62
DOCID: CACM-2832, DocREL: false, DocPrecision: .28, DocRecall: .62
DOCID: CACM-1433, DocREL: false, DocPrecision: .27, DocRecall: .62
DOCID: CACM-1014, DocREL: false, DocPrecision: .26, DocRecall: .62
DOCID: CACM-2572, DocREL: false, DocPrecision: .26, DocRecall: .62
DOCID: CACM-1806, DocREL: false, DocPrecision: .25, DocRecall: .62
DOCID: CACM-0595, DocREL: false, DocPrecision: .24, DocRecall: .62
DOCID: CACM-2451, DocREL: false, DocPrecision: .24, DocRecall: .62
DOCID: CACM-2622, DocREL: false, DocPrecision: .23, DocRecall: .62
DOCID: CACM-2305, DocREL: false, DocPrecision: .23, DocRecall: .62
DOCID: CACM-2356, DocREL: false, DocPrecision: .22, DocRecall: .62
DOCID: CACM-1637, DocREL: false, DocPrecision: .22, DocRecall: .62
DOCID: CACM-3177, DocREL: false, DocPrecision: .21, DocRecall: .62
DOCID: CACM-0321, DocREL: false, DocPrecision: .21, DocRecall: .62
DOCID: CACM-1497, DocREL: false, DocPrecision: .20, DocRecall: .62
DOCID: CACM-2794, DocREL: false, DocPrecision: .20, DocRecall: .62
DOCID: CACM-2051, DocREL: false, DocPrecision: .20, DocRecall: .62
DOCID: CACM-1469, DocREL: false, DocPrecision: .19, DocRecall: .62
DOCID: CACM-2232, DocREL: false, DocPrecision: .19, DocRecall: .62
DOCID: CACM-1572, DocREL: false, DocPrecision: .19, DocRecall: .62
DOCID: CACM-0981, DocREL: false, DocPrecision: .18, DocRecall: .62
DOCID: CACM-1003, DocREL: false, DocPrecision: .18, DocRecall: .62
DOCID: CACM-1323, DocREL: false, DocPrecision: .18, DocRecall: .62
DOCID: CACM-2196, DocREL: false, DocPrecision: .17, DocRecall: .62
DOCID: CACM-1543, DocREL: false, DocPrecision: .17, DocRecall: .62
DOCID: CACM-2937, DocREL: false, DocPrecision: .17, DocRecall: .62
DOCID: CACM-2846, DocREL: false, DocPrecision: .16, DocRecall: .62
DOCID: CACM-1108, DocREL: false, DocPrecision: .16, DocRecall: .62
DOCID: CACM-2020, DocREL: false, DocPrecision: .16, DocRecall: .62
DOCID: CACM-0982, DocREL: false, DocPrecision: .16, DocRecall: .62
DOCID: CACM-1398, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-0615, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-3124, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-2718, DocREL: false, DocPrecision: .15, DocRecall: .62
DOCID: CACM-0605, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-2424, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-1641, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-1549, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-1307, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-0106, DocREL: false, DocPrecision: .14, DocRecall: .62
DOCID: CACM-0492, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-3096, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-2046, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-1516, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-2254, DocREL: false, DocPrecision: .13, DocRecall: .62
DOCID: CACM-2851, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-3152, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-3034, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-1354, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-0071, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-3082, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-2289, DocREL: false, DocPrecision: .12, DocRecall: .62
DOCID: CACM-1527, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1182, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-2990, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-3142, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1379, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1951, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-2561, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-1934, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-2092, DocREL: false, DocPrecision: .11, DocRecall: .62
DOCID: CACM-0464, DocREL: false, DocPrecision: .10, DocRecall: .62
DOCID: CACM-0849, DocREL: false, DocPrecision: .10, DocRecall: .62
DOCID: CACM-1827, DocREL: false, DocPrecision: .10, DocRecall: .62
DOCID: CACM-1602, DocREL: false, DocPrecision: .10, DocRecall: .62
DOCID: CACM-2688, DocREL: false, DocPrecision: .10, DocRecall: .62
